city,age,sex,family_size,work_hours,avg_sleep_hours,screen_time_hours,tea_cups,coffee_cups,late_snack,spice_intake,religious_freq,festival_freq,physical_activity_min,bedtime_variability,stress_level,city_noise_dB,light_pollution_index,temperature_night,humidity_night,air_quality_index,screen_brightness_behavior,sleep_quality_score
Bengaluru,23.5,Male,1,11.2,6.01,3.59,2,2,1,3,2,0,46.9,1.19,6.39,72.38,54.34,13.42,49.95,119.4,0.83,39.29
Allahabad,28.7,Male,4,11.8,6.75,2.32,4,1,1,3,3,2,42.3,0.29,4.48,59.95,58.16,29.24,95.78,70.6,0.6,58.57
Tiruchirappalli,21.3,Male,6,11.2,8.21,2.18,5,0,0,2,5,2,29.0,0.04,4.16,53.08,65.98,29.61,86.17,74.2,0.35,59.99
Itanagar,24.5,Female,3,9.6,5.77,0.52,0,1,1,2,6,3,23.6,1.08,6.35,37.17,40.27,23.47,74.88,55.5,0.78,55.55
Amritsar,32.7,Male,2,10.1,7.65,0.85,3,0,1,4,3,3,77.1,1.57,5.15,55.87,44.23,24.77,61.93,178.4,0.76,66.29
Mumbai,25.0,Male,3,12.0,7.21,4.34,2,0,0,3,1,2,35.5,3.11,1.99,63.05,74.61,25.33,64.22,133.3,0.12,48.64
Bengaluru,27.6,Male,4,8.6,6.26,2.91,0,2,0,3,4,2,43.5,1.29,5.33,62.24,73.28,15.44,44.81,94.7,0.24,48.46
Mumbai,16.0,Female,2,8.0,8.29,2.78,4,1,1,2,1,2,34.8,2.13,4.26,69.16,87.58,20.15,66.54,129.7,0.63,59.02
Pune,41.3,Female,4,13.0,6.11,2.21,1,0,0,3,0,1,19.6,1.87,6.11,73.14,79.39,17.06,68.95,132.3,0.25,32.82
Kolkata,35.1,Female,3,8.1,7.03,2.52,0,1,0,5,1,3,19.0,1.55,4.98,70.85,57.73,16.29,60.96,97.3,0.47,55.93
Pune,37.9,Female,3,13.4,4.1,2.51,0,0,1,2,1,0,36.0,1.18,8.71,57.28,84.99,22.52,73.98,144.1,0.62,38.64
Jaipur,42.9,Male,2,9.0,6.61,3.36,3,1,1,3,0,1,57.4,1.41,4.35,68.22,85.32,23.57,46.69,178.3,0.53,52.23
Bilaspur,21.7,Male,6,7.6,6.48,1.05,0,2,0,3,3,2,30.2,1.44,3.56,38.37,39.46,23.33,74.38,25.0,0.48,49.83
Aurangabad,26.4,Male,3,10.2,6.93,2.75,1,1,0,2,2,4,79.5,0.31,4.23,49.86,62.51,18.78,67.58,133.4,0.46,53.07
Aizawl,16.0,Female,6,6.6,7.59,3.48,2,1,1,4,2,2,58.0,0.92,2.57,67.65,31.81,28.33,73.84,47.3,0.72,65.24
Jodhpur,61.4,Female,4,12.9,5.82,2.56,1,1,0,2,2,0,51.8,0.6,6.7,66.15,62.13,30.5,51.94,112.1,0.52,36.81
Bengaluru,28.5,Male,1,12.9,5.55,1.77,0,0,1,5,4,0,24.3,3.06,6.58,79.84,69.15,16.43,50.83,137.3,0.19,31.38
Gwalior,40.4,Male,4,11.3,5.64,2.74,1,0,0,4,1,2,10.2,1.75,7.3,58.57,43.12,23.58,66.64,72.7,0.34,47.62
Pune,17.6,Male,4,7.7,7.94,2.51,1,1,1,2,1,0,29.2,0.44,4.92,79.21,87.22,23.25,78.03,102.6,0.11,56.53
Navi Mumbai,40.0,Male,3,10.9,6.08,2.48,3,0,0,3,3,1,40.1,0.98,1.0,46.71,28.96,26.06,63.83,109.5,0.7,53.76
Surat,48.6,Female,3,11.8,4.04,2.64,2,1,0,3,1,2,10.5,2.4,6.38,79.7,74.43,27.3,37.38,82.4,0.9,37.59
Nellore,29.4,Female,6,9.2,6.31,1.78,4,0,0,3,1,2,8.2,2.4,5.9,46.61,52.8,30.59,68.11,56.5,0.4,57.05
Pune,19.9,Female,2,11.3,7.35,2.54,3,2,0,5,2,1,51.8,0.99,7.11,65.11,76.81,21.31,73.31,110.1,0.58,62.07
Pune,28.6,Male,3,10.9,6.58,3.69,1,0,0,5,2,1,43.1,0.43,4.53,61.82,93.36,12.51,81.72,126.0,0.4,56.23
Udaipur,16.0,Male,2,7.2,9.07,2.1,2,1,0,2,3,1,62.3,0.84,4.17,53.09,66.58,18.88,66.07,85.9,0.88,54.31
Delhi,29.6,Female,2,9.3,6.75,0.59,2,2,0,5,2,3,4.7,1.04,2.81,77.45,88.49,26.5,66.32,136.2,0.34,48.89
Madurai,38.2,Female,3,8.5,6.37,2.92,0,0,1,3,5,1,48.8,0.42,4.89,44.1,60.24,28.83,86.16,36.1,0.4,58.33
Kota,29.6,Male,5,6.7,6.74,3.08,2,0,1,3,7,2,14.8,0.22,1.71,74.38,12.85,19.47,49.59,94.7,0.22,68.01
Aizawl,27.2,Female,6,10.1,6.08,2.54,8,0,0,2,4,2,33.0,3.27,3.47,47.98,44.56,30.32,47.8,104.5,0.65,49.6
Nanded,35.3,Female,4,10.7,6.49,2.59,2,1,0,3,2,2,58.5,1.4,7.19,56.96,52.8,33.88,67.86,80.2,0.9,57.38
Nanded,36.0,Male,4,9.7,6.36,1.8,1,0,0,3,5,3,42.0,0.68,5.01,52.09,62.41,35.0,59.03,10.0,0.53,42.73
Mumbai,16.0,Female,2,12.8,7.2,1.8,1,2,0,3,2,1,25.2,0.07,10.0,66.63,100.0,19.51,61.68,128.2,0.3,54.81
Imphal,30.9,Male,4,9.5,8.02,2.16,4,0,0,4,5,2,41.5,1.83,1.33,51.96,69.33,20.68,82.71,68.3,0.73,66.04
Navi Mumbai,54.4,Female,4,9.0,6.65,4.55,1,0,1,4,5,3,60.2,0.13,4.77,44.8,30.75,21.81,64.76,36.9,0.81,44.42
Navi Mumbai,16.6,Male,4,8.2,7.01,3.27,1,1,1,5,6,1,22.1,0.58,1.36,53.95,32.17,27.87,72.21,35.9,0.81,63.48
Kolkata,29.1,Female,3,10.4,7.13,4.16,0,1,0,3,3,1,33.1,1.65,6.25,60.75,56.72,19.26,62.8,129.2,0.75,42.97
Allahabad,49.4,Male,4,5.0,6.19,3.54,2,0,1,4,5,1,42.9,0.89,10.0,50.44,40.78,22.7,100.0,66.4,0.86,39.63
Guntur,41.0,Male,4,11.6,6.3,1.97,2,0,0,3,3,1,37.7,0.73,3.93,42.48,41.85,24.07,52.17,16.2,0.24,58.13
Rajahmundry,24.9,Female,3,9.6,5.94,1.58,1,0,1,4,6,3,54.9,1.14,5.88,49.94,49.45,24.91,48.27,43.3,0.57,56.4
Thane,32.1,Female,4,10.7,4.73,2.57,4,0,1,3,1,3,31.4,2.66,6.51,57.23,69.01,32.41,29.89,49.8,0.46,41.08
Delhi,30.0,Female,2,11.7,6.87,2.37,0,2,0,5,4,2,66.1,1.05,6.72,68.54,61.89,30.64,66.59,143.1,0.3,51.36
Jaipur,22.5,Female,4,11.1,7.09,1.53,1,0,1,2,0,2,28.6,0.25,5.88,63.23,57.5,23.64,63.57,157.5,0.54,61.45
Itanagar,29.3,Female,3,7.5,7.98,2.5,0,0,0,3,3,1,45.3,0.85,3.84,55.81,40.55,22.38,68.86,71.3,0.51,58.57
Madurai,27.2,Female,5,4.0,8.88,2.86,3,2,0,4,2,2,5.9,0.0,4.27,64.74,47.4,25.17,82.34,82.8,0.68,47.56
Bhopal,31.1,Male,5,12.3,6.13,0.33,2,0,0,1,4,1,58.9,1.66,6.07,66.03,30.39,25.05,30.69,55.7,0.63,47.13
Mumbai,22.5,Male,2,10.0,8.08,4.78,2,2,1,4,3,3,35.6,0.97,4.41,74.71,86.53,21.51,83.83,137.6,0.73,48.23
Indore,17.2,Male,4,8.5,7.37,1.52,2,0,0,3,2,0,33.8,0.0,4.29,76.04,57.76,27.85,53.2,148.7,0.52,71.59
Pimpri-Chinchwad,29.6,Male,3,8.6,7.73,1.73,1,0,1,4,3,1,7.4,2.01,6.82,50.26,52.61,24.36,64.28,57.1,0.42,59.53
Udaipur,47.2,Male,3,8.3,6.68,2.28,5,3,0,2,5,1,0.0,3.65,4.06,61.33,54.93,21.92,57.16,138.1,0.34,61.9
Navi Mumbai,30.8,Female,3,9.0,6.06,2.16,3,1,0,4,3,1,19.0,0.0,2.02,39.3,31.06,25.83,80.29,89.4,0.36,58.58
Ahmedabad,26.7,Female,2,9.9,4.95,1.91,0,2,0,4,3,2,47.6,1.61,2.8,70.15,75.64,15.95,65.39,71.5,0.18,62.36
Agra,37.5,Female,5,9.2,5.27,1.25,8,1,1,4,3,4,79.0,2.34,4.0,38.38,34.97,32.83,60.14,57.1,0.21,42.45
Mumbai,28.4,Other,2,9.6,7.31,3.0,3,0,0,3,2,3,58.6,1.22,3.03,71.53,82.96,20.2,70.88,169.5,0.71,53.36
Nanded,48.7,Male,6,10.3,6.83,1.48,2,0,0,3,3,3,40.4,1.18,6.0,50.36,42.24,35.0,67.32,95.8,0.83,51.9
Jaipur,30.0,Male,1,11.1,8.6,2.88,2,0,1,3,2,1,45.7,0.6,3.7,65.64,69.09,21.87,55.56,124.6,0.55,52.87
Pimpri-Chinchwad,37.0,Female,5,8.2,6.6,0.82,2,0,0,3,5,2,64.7,0.0,3.23,61.14,56.38,24.22,77.92,127.9,0.5,59.53
Surat,22.5,Female,2,10.3,5.67,2.94,1,1,0,3,1,4,53.7,1.47,7.44,71.85,77.64,24.85,51.92,161.4,0.16,33.97
Jabalpur,35.0,Male,5,7.3,9.3,0.99,4,1,0,2,2,2,25.5,1.6,3.65,67.39,35.03,24.82,59.57,58.7,0.7,69.19
Ranchi,32.8,Female,5,9.9,5.16,2.91,2,0,1,3,2,1,71.2,1.25,4.57,53.54,35.74,26.39,61.36,42.9,0.22,59.85
Raipur,29.4,Male,4,11.5,6.88,2.73,2,0,0,4,1,1,7.4,0.34,7.2,61.94,41.44,20.83,65.62,93.0,0.02,41.04
Pune,25.0,Male,2,11.3,6.66,0.86,1,1,1,5,1,2,60.5,1.42,1.0,75.22,90.8,16.66,78.73,64.7,0.45,68.62
Ahmedabad,23.6,Male,3,9.9,6.07,3.34,2,2,0,4,1,2,37.7,0.76,6.23,65.97,61.42,19.67,57.22,58.4,0.2,46.52
Kolkata,32.8,Male,3,8.6,7.79,0.0,2,0,1,2,5,1,48.5,1.5,2.73,72.91,58.57,23.26,56.8,137.3,0.78,65.56
Allahabad,36.3,Female,6,10.0,7.02,0.95,3,1,0,3,5,1,33.2,1.89,3.86,66.05,39.8,22.15,92.68,120.5,0.22,47.65
Delhi,28.7,Male,2,9.1,6.49,3.53,4,0,0,4,3,2,38.1,0.78,3.22,60.31,58.36,30.71,65.23,149.1,0.58,63.5
Srinagar,32.9,Female,6,9.0,5.93,1.51,5,0,1,2,4,1,44.5,2.26,6.2,61.29,35.89,21.98,75.25,10.0,0.34,60.23
Tiruchirappalli,29.6,Male,5,10.2,7.69,3.4,3,0,0,3,2,2,65.6,2.21,5.98,53.76,56.3,19.27,75.47,96.8,0.45,52.05
Haridwar,31.0,Female,3,7.8,5.53,2.64,0,1,1,2,4,2,87.5,0.0,3.28,44.66,53.34,27.07,74.4,91.2,0.36,48.64
Thane,28.0,Female,4,9.2,7.13,2.57,4,1,0,4,4,3,36.1,0.0,4.1,53.47,73.68,30.63,47.91,54.0,0.3,57.93
Bhopal,30.2,Female,5,7.4,7.24,1.48,5,1,0,1,3,0,62.8,1.32,5.14,55.53,59.27,30.87,45.57,111.2,0.47,65.67
Mumbai,57.0,Male,2,9.5,6.61,4.5,0,2,0,5,1,1,44.8,0.0,3.19,72.4,72.54,23.41,70.85,104.3,0.58,43.71
Howrah,33.1,Female,4,8.3,5.28,1.57,1,0,1,2,2,1,20.8,0.18,5.38,51.56,56.27,20.1,59.85,71.5,0.45,52.77
Imphal,36.5,Female,5,10.8,4.88,0.33,2,1,0,3,5,2,46.0,2.25,7.29,62.16,46.9,22.88,91.59,64.5,0.49,54.1
Pune,34.4,Male,3,10.3,7.92,2.07,2,3,0,3,2,1,25.0,2.95,1.47,61.06,86.93,16.81,73.22,157.8,0.28,60.75
Nagpur,27.4,Male,3,8.0,8.2,2.11,2,0,0,2,0,2,60.2,1.23,4.19,49.36,41.29,19.61,78.02,62.9,0.54,64.48
Aizawl,42.9,Male,3,8.4,7.12,1.29,0,0,0,4,1,2,52.3,1.62,2.88,56.22,40.41,26.26,63.59,15.7,0.89,59.21
Pondicherry,27.1,Male,5,10.5,6.65,4.15,6,3,0,5,2,1,14.0,0.0,5.93,48.79,54.22,20.08,66.45,69.4,0.73,60.06
Pune,40.6,Male,2,7.7,6.43,2.35,0,1,1,4,5,2,45.7,2.06,5.93,70.19,72.55,21.13,73.12,119.3,0.31,49.98
Meerut,26.7,Female,3,7.8,6.31,1.44,3,1,0,5,4,2,66.7,0.71,5.63,66.1,26.62,25.13,56.23,45.0,0.45,54.64
Chennai,20.4,Male,4,8.4,8.39,1.51,1,1,0,3,1,2,14.6,0.98,3.54,71.67,65.32,15.33,55.97,135.4,0.59,60.19
Bengaluru,33.7,Female,3,10.3,7.09,3.88,0,0,1,4,1,3,75.1,1.88,8.95,67.09,75.13,14.22,46.01,114.3,0.5,33.74
Rajahmundry,19.0,Female,3,9.2,6.45,1.75,5,0,0,3,3,3,20.3,1.45,5.27,44.79,36.18,27.11,62.66,48.1,0.27,51.43
Imphal,35.4,Female,3,8.8,7.49,2.73,2,0,0,4,5,2,20.7,2.21,2.79,67.49,60.41,22.54,75.05,112.0,0.51,62.26
Shimla,18.1,Male,3,8.9,7.72,3.04,3,0,1,3,3,1,53.6,0.38,2.0,54.25,36.75,32.01,66.27,46.3,0.7,59.26
Mumbai,26.8,Female,1,8.0,8.52,3.36,1,2,1,3,2,1,10.2,1.45,5.14,74.09,79.6,24.01,57.92,114.8,0.34,58.74
Kohima,16.0,Male,3,7.6,7.03,2.28,2,0,0,3,3,4,32.6,1.99,8.43,49.52,54.29,25.76,73.05,86.2,0.51,54.8
Thane,58.2,Male,5,9.9,6.11,1.8,1,1,0,4,3,3,73.2,2.37,4.03,60.41,60.91,27.56,39.62,52.7,0.67,55.64
Surat,16.0,Male,3,7.8,8.72,0.99,1,1,0,4,2,3,62.9,1.36,6.73,77.95,67.02,23.04,50.3,94.6,0.17,53.34
Meerut,30.1,Female,5,8.6,8.85,0.65,4,0,0,3,3,2,45.1,1.38,1.07,63.8,41.04,25.79,68.83,27.3,0.5,74.52
Bengaluru,41.4,Female,4,11.5,6.39,3.07,3,2,0,5,2,1,30.6,2.18,4.93,71.01,65.8,17.71,37.92,120.7,0.61,44.8
Dehradun,40.4,Male,4,9.3,6.94,4.07,1,0,0,3,1,4,41.8,0.87,5.53,46.4,42.14,32.37,54.65,41.5,0.22,49.1
Vasai-Virar,38.5,Male,6,8.0,6.25,1.49,2,0,1,3,2,0,58.9,1.64,3.07,46.31,45.41,22.14,65.23,37.1,0.51,50.35
Chennai,26.8,Male,2,11.1,6.68,3.52,2,0,0,5,3,1,31.5,0.4,6.48,76.4,61.45,18.23,67.81,75.3,0.76,51.14
Chennai,43.5,Female,3,8.9,4.93,3.03,1,0,0,4,3,2,84.7,1.33,4.14,74.54,63.77,20.67,62.22,141.1,0.6,37.12
Chennai,39.1,Female,3,10.1,5.93,2.53,1,0,1,4,3,1,23.8,1.26,7.52,87.27,74.76,13.53,54.87,129.5,0.11,45.7
Mumbai,32.1,Male,3,8.8,5.92,2.76,1,0,1,3,0,0,36.6,0.22,5.43,77.01,87.25,16.4,72.93,150.5,0.45,51.92
Vasai-Virar,32.4,Male,2,6.8,6.64,1.61,2,1,0,5,2,1,46.5,0.69,4.85,52.47,59.01,22.74,68.54,10.0,0.52,53.19
Kohima,27.0,Female,3,8.8,7.11,1.6,4,0,0,4,4,1,60.2,0.29,4.13,55.04,64.2,34.89,76.76,113.0,0.46,65.59
Delhi,20.9,Male,4,11.8,8.15,3.11,1,2,1,3,0,3,51.8,1.78,4.55,74.44,68.76,23.81,58.27,203.2,0.36,47.97
Mumbai,42.4,Male,3,11.7,8.12,3.86,1,0,1,3,1,2,50.5,0.04,2.96,74.69,91.06,24.19,55.68,164.1,0.53,55.61
Vasai-Virar,43.1,Female,6,10.1,6.37,1.62,3,1,0,4,0,2,30.1,0.74,3.07,50.46,61.57,24.92,60.55,19.9,0.36,50.01
Imphal,21.2,Male,3,10.1,8.61,1.61,3,0,0,3,2,1,10.2,0.17,6.1,59.22,51.87,21.13,88.22,87.0,0.18,62.76
Surat,28.5,Female,3,11.1,5.72,1.92,0,3,0,3,1,2,84.7,2.17,8.82,66.38,65.77,18.53,56.95,123.5,0.29,36.57
Surat,28.6,Male,2,9.7,3.83,3.5,0,2,1,3,4,2,26.6,0.45,5.42,73.97,68.75,27.65,39.97,129.0,0.58,32.36
Srinagar,29.7,Female,6,7.1,6.49,2.79,2,1,0,1,3,2,52.3,0.09,5.77,55.77,47.42,28.37,74.21,11.8,0.73,51.6
Pune,30.6,Female,3,10.3,6.93,4.48,1,0,0,4,4,1,34.5,0.7,4.31,83.25,81.81,24.31,86.81,79.4,0.35,52.6
Delhi,39.5,Female,4,11.4,6.69,1.69,1,2,0,3,1,1,13.1,1.42,5.21,68.12,50.26,32.71,74.06,115.8,0.31,43.61
Gwalior,22.5,Female,2,10.3,7.26,1.44,1,1,1,4,3,2,63.3,1.97,7.11,61.44,44.07,25.96,76.42,73.3,0.82,57.72
Amritsar,21.5,Male,3,9.4,5.51,3.49,3,0,0,3,5,1,62.4,0.95,6.09,58.6,52.26,23.84,40.85,112.2,0.3,60.18
Vasai-Virar,42.4,Male,6,9.5,6.59,3.19,3,0,0,2,3,1,35.8,0.64,1.57,61.89,67.59,24.1,71.17,78.7,0.6,62.2
Thiruvananthapuram,25.4,Male,3,6.9,6.55,1.11,4,1,0,1,1,0,25.6,1.14,6.47,41.43,38.87,18.68,88.38,47.9,0.9,52.55
Coimbatore,17.4,Male,5,11.3,7.09,1.19,2,1,1,5,2,0,40.9,1.12,5.47,60.06,70.7,21.98,66.96,79.6,0.17,63.78
Hyderabad,25.1,Male,4,9.8,6.31,3.25,1,1,0,3,1,2,36.6,0.48,4.59,62.87,63.59,19.52,84.54,215.0,0.33,43.37
Surat,26.7,Female,1,6.8,5.94,3.74,2,0,0,3,4,3,70.9,0.0,9.06,74.37,74.82,27.32,42.77,97.7,0.32,56.17
Kolkata,45.5,Male,3,9.8,6.31,1.6,5,0,0,3,5,1,11.7,1.13,5.06,63.61,52.25,20.02,50.17,156.5,0.4,53.72
Kolkata,39.2,Male,3,10.1,6.77,2.59,1,2,1,5,1,1,47.8,1.67,5.74,67.32,50.65,16.31,52.31,157.5,0.83,48.63
Coimbatore,41.5,Female,5,9.8,8.94,2.98,6,1,1,1,3,3,23.3,1.23,2.36,48.9,54.06,13.54,57.18,100.8,0.76,62.5
Tirupati,38.2,Female,5,8.9,8.04,1.82,2,1,1,3,4,0,64.9,0.9,3.94,57.63,72.25,26.65,66.8,54.0,0.09,62.52
Kakinada,39.5,Male,4,8.1,7.59,1.93,2,0,0,4,3,1,39.2,1.85,1.09,54.99,61.18,26.85,81.72,99.4,0.56,67.8
Navi Mumbai,23.1,Male,6,8.2,7.84,4.42,1,0,0,4,1,1,56.2,3.36,3.93,50.1,43.5,28.96,68.33,65.8,0.24,52.04
Chennai,28.0,Male,2,10.0,6.02,2.08,3,2,0,4,3,2,31.5,1.0,6.51,81.75,74.54,22.49,57.64,100.1,0.36,45.21
Bengaluru,20.1,Male,3,9.7,7.74,4.27,0,0,1,4,1,0,20.6,1.07,4.52,57.04,63.98,17.78,49.19,161.6,0.89,49.99
Port Blair,27.9,Female,5,12.0,5.98,1.87,2,0,0,3,0,2,48.2,2.02,4.07,59.5,51.02,28.26,66.13,10.0,0.2,62.52
Vasai-Virar,36.8,Male,5,8.5,7.73,1.02,2,0,0,2,3,3,50.2,1.26,7.37,60.1,55.48,25.9,54.22,10.0,0.24,52.63
Dhanbad,31.3,Female,4,7.8,7.62,2.5,7,1,1,2,4,2,44.3,1.39,5.73,31.52,59.36,20.19,78.11,116.7,0.83,62.24
Mangalore,43.1,Female,4,10.6,6.55,1.45,5,1,1,2,1,3,31.2,1.58,4.49,47.5,61.4,26.79,72.43,96.6,0.15,49.8
Madurai,18.6,Female,4,9.0,10.0,0.95,3,0,1,3,3,2,30.5,0.44,6.41,55.5,42.19,29.87,84.76,108.0,0.4,69.34
Aizawl,35.0,Male,4,10.4,5.77,3.77,1,0,0,3,3,2,11.8,1.13,4.64,58.83,41.5,28.2,69.09,54.4,0.34,43.45
Mumbai,17.5,Female,2,9.9,6.11,3.42,3,2,1,3,1,2,41.2,3.17,8.08,71.41,89.66,24.92,60.17,148.0,0.1,31.16
Agartala,30.9,Female,5,10.1,6.41,1.71,1,2,0,3,3,3,11.8,0.63,6.5,53.58,16.91,20.13,83.24,55.1,0.74,55.54
Bhubaneswar,37.4,Female,3,10.9,5.48,1.73,3,2,0,2,4,3,56.5,1.16,8.64,59.34,36.1,25.9,60.93,103.9,0.79,41.17
Ahmedabad,27.9,Female,3,12.1,5.04,4.03,2,2,0,2,3,1,55.6,1.05,4.77,69.47,79.73,15.66,60.19,13.0,0.35,49.99
Navi Mumbai,35.5,Female,6,10.1,5.71,4.61,2,0,1,4,4,1,58.1,0.87,4.69,55.42,43.24,24.24,69.81,106.1,0.19,40.05
Ahmedabad,20.4,Female,4,6.9,6.83,1.96,2,0,0,2,1,1,31.6,0.79,4.72,53.7,78.12,14.92,58.11,66.2,0.28,56.9
Moradabad,16.0,Female,4,6.7,5.35,2.24,3,1,0,3,3,2,90.6,0.37,7.03,56.79,48.22,25.63,45.51,40.9,0.74,54.14
Delhi,35.6,Female,2,10.5,7.58,2.13,1,4,0,4,2,1,45.8,1.15,5.94,83.4,65.28,27.53,92.33,132.2,0.67,45.73
Vasai-Virar,47.4,Female,6,6.8,6.16,2.69,6,1,0,5,4,1,40.5,1.1,1.64,54.63,68.74,25.85,62.32,10.1,0.44,54.95
Chennai,20.0,Female,2,8.4,7.78,2.15,3,1,0,4,5,1,29.5,1.3,4.97,87.47,68.11,15.06,55.25,70.3,0.63,56.15
Raipur,42.2,Female,5,10.3,4.48,0.26,0,0,0,3,1,4,44.1,0.1,10.0,62.42,45.41,24.72,59.88,38.2,0.32,46.82
Chennai,30.4,Female,4,9.0,7.24,1.47,1,2,0,3,4,2,8.1,0.76,2.38,73.83,60.1,15.83,59.26,108.9,0.25,62.04
Hyderabad,16.6,Male,4,9.1,5.11,4.04,1,1,0,4,2,1,44.1,1.48,9.75,61.24,53.25,26.04,78.41,120.0,0.41,32.15
Patna,18.7,Female,4,8.4,6.44,1.35,4,0,1,5,2,2,32.1,2.52,7.89,53.9,35.82,23.71,69.8,70.3,0.18,42.34
Gorakhpur,30.2,Female,4,10.8,5.36,2.71,3,0,1,4,2,1,65.9,1.52,6.96,48.36,51.25,18.33,65.23,79.5,0.36,44.79
Hyderabad,26.0,Female,3,11.9,6.0,3.37,1,1,0,4,2,3,56.2,1.82,4.52,61.52,68.61,21.62,67.77,199.7,0.61,42.01
Kolkata,16.9,Female,2,13.5,8.61,1.79,1,1,1,3,2,3,26.0,2.63,3.89,68.84,54.49,20.0,63.51,125.7,0.36,48.53
Dehradun,16.0,Male,3,10.3,7.37,1.86,1,0,0,4,0,1,39.7,0.0,3.49,41.75,48.0,29.5,45.96,113.3,0.7,67.52
Vadodara,21.5,Male,4,11.4,7.35,1.44,1,0,1,1,3,3,9.6,1.03,6.24,38.47,31.11,24.85,57.27,107.4,0.69,59.19
Rajahmundry,31.9,Female,3,7.9,8.33,1.66,4,1,0,3,4,0,29.1,0.46,5.29,46.16,46.47,24.8,58.12,44.9,0.18,67.28
Kolkata,29.9,Female,2,7.9,5.93,0.71,1,4,0,3,2,3,47.8,0.86,4.75,67.42,54.98,17.48,54.01,179.9,0.69,43.32
Navi Mumbai,25.0,Male,3,9.9,5.37,2.89,0,2,1,2,4,1,37.4,1.99,2.87,49.76,24.14,20.26,71.27,92.9,0.34,56.95
Hyderabad,32.0,Female,3,9.7,7.2,2.42,4,1,0,3,3,1,15.5,0.02,7.78,61.18,81.07,20.85,53.1,111.2,0.68,52.76
Kolkata,40.4,Female,4,12.5,5.16,2.58,1,3,0,3,2,2,12.7,0.11,3.97,60.59,67.74,21.3,41.38,180.6,0.66,49.96
Jabalpur,33.9,Female,5,8.4,6.7,2.47,4,1,1,3,2,1,45.2,1.15,4.89,66.45,36.55,21.71,59.62,108.8,0.73,46.42
Varanasi,28.8,Female,3,8.1,5.15,2.56,2,0,1,3,2,0,51.8,2.07,5.04,61.64,22.35,25.64,66.86,31.9,0.62,39.03
Dehradun,39.3,Male,6,8.6,8.39,1.49,1,0,0,4,1,1,65.5,2.67,6.68,46.27,43.16,31.17,53.89,46.6,0.49,51.69
Ahmedabad,20.4,Female,2,9.9,8.4,1.86,1,1,0,3,2,0,37.9,1.23,3.19,62.02,52.35,22.67,58.0,88.5,0.87,70.07
Thane,27.8,Female,4,9.0,5.35,2.85,2,0,1,1,4,1,83.2,0.66,6.9,51.04,49.37,23.1,34.34,24.9,0.7,54.72
Lucknow,28.0,Female,5,9.2,7.76,2.98,2,0,0,3,3,2,12.2,1.0,2.58,62.23,49.9,30.7,81.28,10.0,0.08,63.7
Thrissur,17.6,Female,4,11.0,5.19,1.54,0,0,1,3,2,3,35.2,0.12,4.17,62.43,63.58,31.65,50.73,148.8,0.15,53.34
Ahmedabad,25.8,Male,3,8.3,8.19,1.82,0,0,0,3,3,2,44.5,1.5,2.43,62.15,91.77,14.03,58.94,89.9,0.38,57.88
Ahmedabad,16.0,Other,2,11.3,6.85,1.4,1,0,0,4,0,3,44.1,0.79,4.66,68.05,63.75,23.34,74.73,79.3,0.81,47.14
Surat,49.1,Female,3,11.0,5.47,3.01,3,1,1,3,2,1,32.4,0.0,2.78,77.26,60.93,23.7,50.82,92.2,0.41,52.5
Kalyan-Dombivli,20.6,Female,4,9.5,7.04,1.74,2,0,0,4,2,1,21.5,0.0,4.7,74.14,40.92,26.09,57.37,97.7,0.67,52.04
Pune,45.9,Female,1,10.7,4.43,1.99,2,1,0,5,1,3,13.3,1.6,4.06,70.0,74.54,20.12,62.77,108.8,0.54,48.31
Gorakhpur,30.4,Female,4,8.3,7.63,1.28,3,2,0,4,2,3,17.9,2.84,3.49,36.1,49.58,25.51,58.47,55.9,0.37,65.89
Pune,35.6,Female,2,7.9,7.88,3.67,1,2,0,5,2,1,43.7,1.22,6.76,65.75,87.11,21.71,70.65,147.0,0.61,48.68
Haridwar,25.1,Female,3,9.6,6.48,2.13,3,0,1,5,4,2,105.2,1.13,4.74,47.08,59.32,20.19,85.7,123.2,0.73,50.2
Bengaluru,32.1,Female,2,9.3,5.74,2.33,1,1,0,2,1,3,36.6,0.0,4.55,61.27,75.57,20.29,51.76,105.0,0.83,46.08
Ranchi,36.5,Male,3,9.9,3.19,2.52,3,1,0,2,4,1,46.4,1.14,6.79,57.66,33.6,28.11,57.57,24.5,0.39,39.53
Rajahmundry,36.6,Male,4,8.5,8.56,2.93,3,0,0,3,1,1,36.6,1.07,5.24,46.22,28.51,30.58,76.37,35.1,0.5,56.2
Chennai,37.7,Female,3,11.3,6.37,3.16,3,0,1,3,1,0,48.8,1.05,4.64,80.18,65.74,13.16,53.13,93.3,0.13,45.97
Nanded,26.3,Female,5,10.6,7.56,2.19,1,1,1,4,3,1,4.4,1.6,2.46,51.98,57.22,31.98,53.12,31.5,0.31,57.11
Bhopal,25.2,Male,4,10.4,7.49,3.51,4,0,1,3,1,1,14.0,0.57,4.37,52.71,40.34,24.48,48.39,51.7,0.89,53.24
Bharatpur,16.0,Female,3,10.9,7.62,3.19,1,0,1,3,3,1,17.5,1.07,5.33,62.11,73.6,26.58,65.78,98.6,0.46,68.51
